ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,monthly,monthly_lower,monthly_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1981-01-16,18.893170365224087,12.280543040961442,19.080086818428395,18.893170365224087,18.893170365224087,-3.3030805466136433,-3.3030805466136433,-3.3030805466136433,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.1826842390525911,-0.1826842390525911,-0.1826842390525911,-0.01820743553309437,-0.01820743553309437,-0.01820743553309437,3.983574162487883,3.983574162487883,3.983574162487883,0.0,0.0,0.0,15.590089818610444
1981-01-17,18.891411514125643,12.179047221153464,18.851947776252793,18.891411514125643,18.891411514125643,-3.462939211198787,-3.462939211198787,-3.462939211198787,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.2886640278418899,-0.2886640278418899,-0.2886640278418899,-0.05800461123841433,-0.05800461123841433,-0.05800461123841433,3.969492462397358,3.969492462397358,3.969492462397358,0.0,0.0,0.0,15.428472302926856
1981-01-18,18.8896526630272,11.595548029496971,18.566903408617527,18.8896526630272,18.8896526630272,-3.705547009144256,-3.705547009144256,-3.705547009144256,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.41356178105057495,-0.41356178105057495,-0.41356178105057495,-0.15676295051015446,-0.15676295051015446,-0.15676295051015446,3.950540756932314,3.950540756932314,3.950540756932314,0.0,0.0,0.0,15.184105653882943
1981-01-19,18.887893811928752,11.852355138519124,18.86148168310667,18.887893811928752,18.887893811928752,-3.5989725209460963,-3.5989725209460963,-3.5989725209460963,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.43216910032858075,-0.43216910032858075,-0.43216910032858075,-0.008870238139327032,-0.008870238139327032,-0.008870238139327032,3.927829852037652,3.927829852037652,3.927829852037652,0.0,0.0,0.0,15.288921290982655
1981-01-20,18.886134960830304,12.217859936442043,18.848200800297548,18.886134960830304,18.886134960830304,-3.409401434297119,-3.409401434297119,-3.409401434297119,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.3002456911330162,-0.3002456911330162,-0.3002456911330162,0.07404030250378439,0.07404030250378439,0.07404030250378439,3.902566988847952,3.902566988847952,3.902566988847952,0.0,0.0,0.0,15.476733526533184
1981-01-21,18.88437610973186,12.430403102776609,19.316650830254915,18.88437610973186,18.88437610973186,-3.1503373142166593,-3.1503373142166593,-3.1503373142166593,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.10105608841563349,-0.10105608841563349,-0.10105608841563349,0.16045843708447446,0.16045843708447446,0.16045843708447446,3.8760233716303403,3.8760233716303403,3.8760233716303403,0.0,0.0,0.0,15.7340387955152
1981-01-22,18.882617258633413,12.32994189051163,19.104293502016947,18.882617258633413,18.882617258633413,-3.193076637155312,-3.193076637155312,-3.193076637155312,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.03584014690314445,0.03584014690314445,0.03584014690314445,0.007346495832731267,0.007346495832731267,0.007346495832731267,3.849499754624652,3.849499754624652,3.849499754624652,0.0,0.0,0.0,15.689540621478102
1981-01-23,18.88085840753497,12.394300884270338,19.081151199664507,18.88085840753497,18.88085840753497,-3.2174217953746127,-3.2174217953746127,-3.2174217953746127,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.06225764457498228,0.06225764457498228,0.06225764457498228,-0.018207435533079474,-0.018207435533079474,-0.018207435533079474,3.824291030099324,3.824291030099324,3.824291030099324,0.0,0.0,0.0,15.663436612160357
1981-01-24,18.879099556436525,11.959122269204595,19.20893386696306,18.879099556436522,18.879099556436522,-3.2858817431386216,-3.2858817431386216,-3.2858817431386216,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.056235113082858446,0.056235113082858446,0.056235113082858446,-0.0580046112385055,-0.0580046112385055,-0.0580046112385055,3.8016507895328653,3.8016507895328653,3.8016507895328653,0.0,0.0,0.0,15.593217813297905
1981-01-25,18.877340705338074,11.954414654630861,19.200998498652158,18.877340705338074,18.877340705338074,-3.3236220051456873,-3.3236220051456873,-3.3236220051456873,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.13614714759625282,0.13614714759625282,0.13614714759625282,-0.1567629505101516,-0.1567629505101516,-0.1567629505101516,3.782756832284053,3.782756832284053,3.782756832284053,0.0,0.0,0.0,15.553718700192388
1981-01-26,18.87558185423963,12.585871713286926,19.323813315716038,18.87558185423963,18.87558185423963,-2.998409762391627,-2.998409762391627,-2.998409762391627,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.32754493890630265,0.32754493890630265,0.32754493890630265,-0.008870238139292407,-0.008870238139292407,-0.008870238139292407,3.7686785713572033,3.7686785713572033,3.7686785713572033,0.0,0.0,0.0,15.877172091848003
1981-01-27,18.873823003141187,12.464237677049027,19.89044445787167,18.873823003141187,18.873823003141187,-2.733973733814785,-2.733973733814785,-2.733973733814785,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.517401763598547,0.517401763598547,0.517401763598547,0.07404030250369617,0.07404030250369617,0.07404030250369617,3.760347234598812,3.760347234598812,3.760347234598812,0.0,0.0,0.0,16.1398492693264
1981-01-28,18.87206415204274,12.544596659906704,19.554892837650943,18.87206415204274,18.87206415204274,-2.618354403487976,-2.618354403487976,-2.618354403487976,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.5484205106163902,0.5484205106163902,0.5484205106163902,0.1604584370844989,0.1604584370844989,0.1604584370844989,3.7585296833269752,3.7585296833269752,3.7585296833269752,0.0,0.0,0.0,16.253709748554762
1981-01-29,18.870305300944295,12.560663014502573,19.395947200493797,18.870305300944295,18.870305300944295,-2.9461023074172954,-2.9461023074172954,-2.9461023074172954,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.36850766012136754,0.36850766012136754,0.36850766012136754,0.007346495832767641,0.007346495832767641,0.007346495832767641,3.7638065711444106,3.7638065711444106,3.7638065711444106,0.0,0.0,0.0,15.924202993527
1981-01-30,18.86854644984585,12.155897710461039,19.21414865566984,18.86854644984585,18.86854644984585,-3.2357330438233918,-3.2357330438233918,-3.2357330438233918,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.09168197990749907,0.09168197990749907,0.09168197990749907,-0.01820743553315214,-0.01820743553315214,-0.01820743553315214,3.7765554463181017,3.7765554463181017,3.7765554463181017,0.0,0.0,0.0,15.63281340602246
1981-01-31,18.8667875987474,12.02027204152236,18.958631098364396,18.8667875987474,18.8667875987474,-3.4401901521340372,-3.4401901521340372,-3.4401901521340372,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.09336177136350123,-0.09336177136350123,-0.09336177136350123,-0.058004611238528236,-0.058004611238528236,-0.058004611238528236,3.7969392649838323,3.7969392649838323,3.7969392649838323,0.0,0.0,0.0,15.426597446613364
1981-02-01,18.865028747648957,11.752629142171841,19.020863205459506,18.865028747648957,18.865028747648957,-3.5039329453542285,-3.5039329453542285,-3.5039329453542285,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.08630759370870202,-0.08630759370870202,-0.08630759370870202,-0.15676295051014869,-0.15676295051014869,-0.15676295051014869,3.824900633380463,3.824900633380463,3.824900633380463,0.0,0.0,0.0,15.361095802294727
1981-02-02,18.863269896550513,11.917465523721399,19.14306541635999,18.863269896550513,18.863269896550513,-3.1931234231572705,-3.1931234231572705,-3.1931234231572705,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.04134790997263912,0.04134790997263912,0.04134790997263912,-0.00887023813936275,-0.00887023813936275,-0.00887023813936275,3.8601619395252937,3.8601619395252937,3.8601619395252937,0.0,0.0,0.0,15.670146473393242
1981-02-03,18.861511045452065,12.445583138491342,19.060291740668227,18.861511045452065,18.861511045452065,-2.9886365585843624,-2.9886365585843624,-2.9886365585843624,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.12085480078960208,0.12085480078960208,0.12085480078960208,0.07404030250372101,0.07404030250372101,0.07404030250372101,3.902231372638155,3.902231372638155,3.902231372638155,0.0,0.0,0.0,15.872874486867703
1981-02-04,18.85975219435362,12.55669598089881,19.292954880465714,18.85975219435362,18.85975219435362,-2.926200522670449,-2.926200522670449,-2.926200522670449,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.04868940801664376,0.04868940801664376,0.04868940801664376,0.16045843708448504,0.16045843708448504,0.16045843708448504,3.950414666744263,3.950414666744263,3.950414666744263,0.0,0.0,0.0,15.933551671683173
1981-02-05,18.857993343255174,12.290190852517009,19.2754010928534,18.857993343255174,18.857993343255174,-3.1906376389729005,-3.1906376389729005,-3.1906376389729005,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.11605334806040517,-0.11605334806040517,-0.11605334806040517,0.0073464958327424225,0.0073464958327424225,0.0073464958327424225,4.003832247770603,4.003832247770603,4.003832247770603,0.0,0.0,0.0,15.667355704282274
1981-02-06,18.856234492156727,12.044019471343832,18.974189184581487,18.856234492156727,18.856234492156727,-3.2529876284062054,-3.2529876284062054,-3.2529876284062054,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.21045847382969682,-0.21045847382969682,-0.21045847382969682,-0.018207435533152676,-0.018207435533152676,-0.018207435533152676,4.061441315472484,4.061441315472484,4.061441315472484,0.0,0.0,0.0,15.60324686375052
1981-02-07,18.854475641058283,12.197188014128749,19.36354583886414,18.854475641058283,18.854475641058283,-3.1476053977603566,-3.1476053977603566,-3.1476053977603566,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.12590000881778907,-0.12590000881778907,-0.12590000881778907,-0.058004611238409096,-0.058004611238409096,-0.058004611238409096,4.122062256811682,4.122062256811682,4.122062256811682,0.0,0.0,0.0,15.706870243297926
1981-02-08,18.85271678995984,12.154834077339927,19.109586557638846,18.85271678995984,18.85271678995984,-2.973419520150905,-2.973419520150905,-2.973419520150905,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.08469779518846784,0.08469779518846784,0.08469779518846784,-0.15676295051019326,-0.15676295051019326,-0.15676295051019326,4.18440866968666,4.18440866968666,4.18440866968666,0.0,0.0,0.0,15.879297269808934
1981-02-09,18.85095793886139,12.6559086122306,19.974371670362764,18.85095793886139,18.85095793886139,-2.5964509340697193,-2.5964509340697193,-2.5964509340697193,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.2510621601474294,0.2510621601474294,0.2510621601474294,-0.008870238139328128,-0.008870238139328128,-0.008870238139328128,4.24712017843802,4.24712017843802,4.24712017843802,0.0,0.0,0.0,16.254507004791673
1981-02-10,18.849199087762944,12.903016738548693,19.579291672477535,18.849199087762944,18.849199087762944,-2.4650040736298,-2.4650040736298,-2.4650040736298,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.23792151039214982,0.23792151039214982,0.23792151039214982,0.07404030250374585,0.07404030250374585,0.07404030250374585,4.308797147990145,4.308797147990145,4.308797147990145,0.0,0.0,0.0,16.384195014133144
1981-02-11,18.8474402366645,13.018732569706048,19.8725872912784,18.8474402366645,18.8474402366645,-2.495675514749351,-2.495675514749351,-2.495675514749351,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.061592728819989874,0.061592728819989874,0.061592728819989874,0.16045843708454827,0.16045843708454827,0.16045843708454827,4.368036353861951,4.368036353861951,4.368036353861951,0.0,0.0,0.0,16.35176472191515
1981-02-12,18.845681385566053,12.495730462246598,19.781109422505995,18.845681385566053,18.845681385566053,-2.790685665165805,-2.790685665165805,-2.790685665165805,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.13573576837846177,-0.13573576837846177,-0.13573576837846177,0.007346495832717204,0.007346495832717204,0.007346495832717204,4.423466641895781,4.423466641895781,4.423466641895781,0.0,0.0,0.0,16.05499572040025
1981-02-13,18.84392253446761,12.489531291162127,19.363992293043975,18.84392253446761,18.84392253446761,-2.85372970315841,-2.85372970315841,-2.85372970315841,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.22354284809847397,-0.22354284809847397,-0.22354284809847397,-0.01820743553313777,-0.01820743553313777,-0.01820743553313777,4.473783614989042,4.473783614989042,4.473783614989042,0.0,0.0,0.0,15.990192831309198
1981-02-14,18.84216368336916,12.383683453336543,19.674652735343493,18.84216368336916,18.84216368336916,-2.8238344150709462,-2.8238344150709462,-2.8238344150709462,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.19784918349383412,-0.19784918349383412,-0.19784918349383412,-0.05800461123843185,-0.05800461123843185,-0.05800461123843185,4.5177824141771605,4.5177824141771605,4.5177824141771605,0.0,0.0,0.0,16.018329268298217
1981-02-15,18.840404832270714,12.366584656168286,19.295297863930482,18.840404832270714,18.840404832270714,-2.854493754084709,-2.854493754084709,-2.854493754084709,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.16635548624078886,-0.16635548624078886,-0.16635548624078886,-0.15676295051018663,-0.15676295051018663,-0.15676295051018663,4.554387717182107,4.554387717182107,4.554387717182107,0.0,0.0,0.0,15.985911078186005
1981-02-16,18.83864598117227,12.567202287618098,19.37004381599031,18.83864598117227,18.83864598117227,-2.737754332621949,-2.737754332621949,-2.737754332621949,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.2258012173175009,-0.2258012173175009,-0.2258012173175009,-0.008870238139269732,-0.008870238139269732,-0.008870238139269732,4.582680157350662,4.582680157350662,4.582680157350662,0.0,0.0,0.0,16.10089164855032
1981-02-17,18.836887130073826,12.567271366149077,19.666038776380276,18.836887130073826,18.836887130073826,-2.7668904038431568,-2.7668904038431568,-2.7668904038431568,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.3570861392761452,-0.3570861392761452,-0.3570861392761452,0.07404030250377902,0.07404030250377902,0.07404030250377902,4.601918467445049,4.601918467445049,4.601918467445049,0.0,0.0,0.0,16.06999672623067
1981-02-18,18.83512827897538,12.826228214600368,19.560314207188327,18.83512827897538,18.83512827897538,-2.755760366110743,-2.755760366110743,-2.755760366110743,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.44201254176794047,-0.44201254176794047,-0.44201254176794047,0.1604584370845727,0.1604584370845727,0.1604584370845727,4.6115567730884655,4.6115567730884655,4.6115567730884655,0.0,0.0,0.0,16.079367912864637
1981-02-19,18.833369427876935,12.780211495803723,19.601861277035944,18.833369427876935,18.833369427876935,-2.849563487490805,-2.849563487490805,-2.849563487490805,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.38240354518178715,-0.38240354518178715,-0.38240354518178715,0.007346495832779081,0.007346495832779081,0.007346495832779081,4.6112565963740435,4.6112565963740435,4.6112565963740435,0.0,0.0,0.0,15.98380594038613
1981-02-20,18.831610576778488,12.623312823838901,19.690310276708615,18.831610576778488,18.831610576778488,-2.7035165268946972,-2.7035165268946972,-2.7035165268946972,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.200439334205001,-0.200439334205001,-0.200439334205001,-0.01820743553306617,-0.01820743553306617,-0.01820743553306617,4.6008932773592095,4.6008932773592095,4.6008932773592095,0.0,0.0,0.0,16.128094049883792
1981-02-21,18.82985172568004,12.870819224057128,20.02318135636629,18.82985172568004,18.82985172568004,-2.581920405031495,-2.581920405031495,-2.581920405031495,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.01870943500530859,-0.01870943500530859,-0.01870943500530859,-0.058004611238454594,-0.058004611238454594,-0.058004611238454594,4.580556675728109,4.580556675728109,4.580556675728109,0.0,0.0,0.0,16.247931320648547
1981-02-22,18.828092874581596,12.851847302572214,19.66148449966381,18.828092874581596,18.828092874581596,-2.631486006354835,-2.631486006354835,-2.631486006354835,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.060493806208495315,0.060493806208495315,0.060493806208495315,-0.15676295051018374,-0.15676295051018374,-0.15676295051018374,4.550546172462694,4.550546172462694,4.550546172462694,0.0,0.0,0.0,16.196606868226763
1981-02-23,18.82633402348315,12.944901340228434,19.784866248507566,18.82633402348315,18.82633402348315,-2.528103353040574,-2.528103353040574,-2.528103353040574,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.05516977211099096,0.05516977211099096,0.05516977211099096,-0.00887023813923511,-0.00887023813923511,-0.00887023813923511,4.511360147503511,4.511360147503511,4.511360147503511,0.0,0.0,0.0,16.298230670442575
1981-02-24,18.824575172384705,12.848328762809762,19.711615191996955,18.824575172384705,18.824575172384705,-2.467607201822554,-2.467607201822554,-2.467607201822554,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.08043527043185932,0.08043527043185932,0.08043527043185932,0.07404030250374732,0.07404030250374732,0.07404030250374732,4.4636802597576795,4.4636802597576795,4.4636802597576795,0.0,0.0,0.0,16.356967970562152
1981-02-25,18.82281632128626,12.93696023302409,19.810796274840914,18.82281632128626,18.82281632128626,-2.294733529830705,-2.294733529830705,-2.294733529830705,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.22222007134990104,0.22222007134990104,0.22222007134990104,0.16045843708452004,0.16045843708452004,0.16045843708452004,4.408350996250714,4.408350996250714,4.408350996250714,0.0,0.0,0.0,16.528082791455557
1981-02-26,18.821057470187814,12.791551146309088,19.784378943908568,18.821057470187814,18.821057470187814,-2.2987555061892446,-2.2987555061892446,-2.2987555061892446,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.43330594863067345,0.43330594863067345,0.43330594863067345,0.007346495832815431,0.007346495832815431,0.007346495832815431,4.3463550838631075,4.3463550838631075,4.3463550838631075,0.0,0.0,0.0,16.52230196399857
1981-02-27,18.819298619089366,13.07784205106186,19.66004505113215,18.819298619089366,18.819298619089366,-2.265242957427756,-2.265242957427756,-2.265242957427756,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.5599420461420628,0.5599420461420628,0.5599420461420628,-0.018207435533066686,-0.018207435533066686,-0.018207435533066686,4.278785466479088,4.278785466479088,4.278785466479088,0.0,0.0,0.0,16.55405566166161
1981-02-28,18.817539767990922,12.940402941610593,19.82397537490665,18.817539767990922,18.817539767990922,-2.455733135523662,-2.455733135523662,-2.455733135523662,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.4812198706730817,0.4812198706730817,0.4812198706730817,-0.05800461123847731,-0.05800461123847731,-0.05800461123847731,4.2068146395575745,4.2068146395575745,4.2068146395575745,0.0,0.0,0.0,16.36180663246726
1981-03-01,18.815780916892475,12.551045211482586,19.39502985270576,18.815780916892475,18.815780916892475,-2.880629303227234,-2.880629303227234,-2.880629303227234,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.23023448105097977,0.23023448105097977,0.23023448105097977,-0.1567629505101259,-0.1567629505101259,-0.1567629505101259,4.131662200747753,4.131662200747753,4.131662200747753,0.0,0.0,0.0,15.93515161366524
1981-03-02,18.81402206579403,12.106293738534582,18.88558747663687,18.81402206579403,18.81402206579403,-3.0624337195756532,-3.0624337195756532,-3.0624337195756532,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.02236196441527637,-0.02236196441527637,-0.02236196441527637,-0.008870238139362897,-0.008870238139362897,-0.008870238139362897,4.054561517494826,4.054561517494826,4.054561517494826,0.0,0.0,0.0,15.751588346218378
1981-03-03,18.812263214695584,12.09373586604758,18.956959442514695,18.812263214695584,18.812263214695584,-3.148285739100554,-3.148285739100554,-3.148285739100554,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.11328943668941993,-0.11328943668941993,-0.11328943668941993,0.07404030250377218,0.07404030250377218,0.07404030250377218,3.9767264296009346,3.9767264296009346,3.9767264296009346,0.0,0.0,0.0,15.66397747559503
1981-03-04,18.810504363597136,12.581461972498197,19.20627114890238,18.810504363597136,18.810504363597136,-3.053439326496253,-3.053439326496253,-3.053439326496253,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.027453625176179587,-0.027453625176179587,-0.027453625176179587,0.16045843708450616,0.16045843708450616,0.16045843708450616,3.8993188961112595,3.8993188961112595,3.8993188961112595,0.0,0.0,0.0,15.757065037100883
1981-03-05,18.808745512498692,12.345792102275912,19.38014721517734,18.808745512498692,18.808745512498692,-3.158054791424842,-3.158054791424842,-3.158054791424842,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.09694328514454208,0.09694328514454208,0.09694328514454208,0.007346495832790213,0.007346495832790213,0.007346495832790213,3.823418462113666,3.823418462113666,3.823418462113666,0.0,0.0,0.0,15.65069072107385
1981-03-06,18.80698666140025,12.054617191438538,19.017900805074763,18.80698666140025,18.80698666140025,-3.2500281827578434,-3.2500281827578434,-3.2500281827578434,-7.08576303451584,-7.08576303451584,-7.08576303451584,0.1039479240933467,0.1039479240933467,0.1039479240933467,-0.01820743553312394,-0.01820743553312394,-0.01820743553312394,3.749994363197774,3.749994363197774,3.749994363197774,0.0,0.0,0.0,15.556958478642406
1981-03-07,18.8052278103018,11.855573805476768,18.530425951350303,18.8052278103018,18.8052278103018,-3.4954504529348336,-3.4954504529348336,-3.4954504529348336,-7.08576303451584,-7.08576303451584,-7.08576303451584,-0.03156381239209876,-0.03156381239209876,-0.03156381239209876,-0.058004611238463365,-0.058004611238463365,-0.058004611238463365,3.679881005211569,3.679881005211569,3.679881005211569,0.0,0.0,0.0,15.309777357366968
